,id,seq,time,score_omiss,score_commiss,label
1,0,1,7.834387,0.46716705,-0.46716705,0.0
2,0,1,12.571307,1.2322091,-1.2322091,1.0
3,0,1,16.485937,2.0582833,-2.0582833,0.0
4,0,1,20.348112,1.6187453,-1.6187453,0.0
5,0,1,22.562157,1.0086406,-1.0086406,1.0
6,0,1,26.686455,1.3419163,-1.3419163,0.0
7,0,1,27.14562,0.26670626,-0.26670626,0.0
8,0,1,28.961695,1.0463252,-1.0463252,0.0
9,0,1,31.146917,1.2182473,-1.2182473,0.0
10,0,1,31.84062,0.38744363,-0.38744363,0.0
11,0,1,32.71405,0.3544203,-0.3544203,0.0
12,0,1,33.924698,0.6956035,-0.6956035,0.0
13,0,1,35.631535,0.9599117,-0.9599117,0.0
14,0,1,37.031303,0.76276374,-0.76276374,0.0
15,0,1,37.467133,0.24151322,-0.24151322,0.0
16,0,1,41.803684,2.2901087,-2.2901087,0.0
17,0,1,44.245533,1.2332007,-1.2332007,0.0
18,0,1,45.64528,0.7096509,-0.7096509,0.0
19,0,1,45.881447,0.12397648,-0.12397648,0.0
20,0,1,48.99019,1.5974854,-1.5974854,0.0
21,0,1,49.812057,0.42322674,-0.42322674,1.0
22,0,1,53.391094,1.791206,-1.791206,0.0
23,0,1,54.075855,0.347194,-0.347194,0.0
24,0,1,55.311306,0.6361116,-0.6361116,0.0
25,0,1,56.975723,0.8551263,-0.8551263,0.0
26,0,1,57.402176,0.2238221,-0.2238221,0.0
27,0,1,57.605034,0.110157706,-0.110157706,0.0
28,0,1,61.219814,1.8848692,-1.8848692,0.0
29,0,1,61.9858,0.39840165,-0.39840165,0.0
30,0,1,62.623703,0.3391058,-0.3391058,0.0
31,0,1,64.08392,0.7752139,-0.7752139,0.0
32,0,1,65.74853,0.8732434,-0.8732434,0.0
33,0,1,70.30294,1.3872086,-1.3872086,0.0
34,0,1,74.4897,0.7785996,-0.7785996,0.0
35,0,1,75.951004,0.26896894,-0.26896894,0.0
36,0,1,78.170044,0.43215543,-0.43215543,1.0
37,0,1,83.09482,0.9158645,-0.9158645,0.0
38,0,1,83.183624,0.017969888,-0.017969888,0.0
39,0,1,84.85051,0.36434412,-0.36434412,0.0
40,0,1,89.7816,1.0704829,-1.0704829,0.0
41,0,1,94.75258,1.0516067,-1.0516067,0.0
42,0,1,99.534706,1.0387411,-1.0387411,0.0
0,0,2,4.4576297,0.9016307,-0.9016307,0.0
1,0,2,5.2985096,0.14495988,-0.14495988,0.0
2,0,2,8.483478,0.5756254,-0.5756254,0.0
3,0,2,12.003188,0.61196184,-0.61196184,0.0
4,0,2,14.281986,0.411901,-0.411901,0.0
5,0,2,14.669079,0.06845912,-0.06845912,0.0
6,0,2,18.572235,0.6815017,-0.6815017,0.0
7,0,2,21.110483,0.43914235,-0.43914235,0.0
8,0,2,25.151463,0.69642496,-0.69642496,0.0
9,0,2,30.412298,0.9035368,-0.9035368,0.0
10,0,2,33.948174,0.70530736,-0.70530736,0.0
11,0,2,36.311333,1.495033,-1.495033,1.0
12,0,2,37.474823,0.7273425,-0.7273425,0.0
13,0,2,37.628902,0.09898369,-0.09898369,0.0
14,0,2,38.24531,0.40429482,-0.40429482,0.0
15,0,2,39.01565,0.5091005,-0.5091005,0.0
16,0,2,39.730995,0.47513127,-0.47513127,0.0
17,0,2,39.821156,0.06071474,-0.06071474,0.0
18,0,2,40.079502,0.17624429,-0.17624429,0.0
19,0,2,40.307858,0.15732308,-0.15732308,0.0
20,0,2,41.536415,0.8432268,-0.8432268,0.0
21,0,2,42.535812,0.6805364,-0.6805364,0.0
22,0,2,43.16574,0.4282212,-0.4282212,0.0
23,0,2,44.294292,0.7624566,-0.7624566,0.0
24,0,2,48.627632,2.7692134,-2.7692134,0.0
25,0,2,48.80395,0.11084916,-0.11084916,0.0
26,0,2,50.922703,1.3134754,-1.3134754,0.0
27,0,2,54.377953,2.042096,-2.042096,0.0
28,0,2,56.355034,1.1427323,-1.1427323,0.0
29,0,2,57.54216,0.6900447,-0.6900447,0.0
30,0,2,62.941544,2.9937942,-2.9937942,0.0
31,0,2,63.56112,0.34658957,-0.34658957,0.0
32,0,2,64.978584,0.8043233,-0.8043233,0.0
33,0,2,65.029274,0.029669909,-0.029669909,0.0
34,0,2,66.00049,0.57780266,-0.57780266,0.0
35,0,2,70.84919,0.87514496,-0.87514496,0.0
36,0,2,76.30869,0.75875646,-0.75875646,1.0
37,0,2,80.487236,0.51861334,-0.51861334,0.0
38,0,2,83.4817,0.34273088,-0.34273088,1.0
39,0,2,85.04299,0.20056732,-0.20056732,0.0
40,0,2,85.7231,0.09718103,-0.09718103,0.0
41,0,2,85.959854,0.037417594,-0.037417594,0.0
42,0,2,87.704506,0.2926794,-0.2926794,0.0
43,0,2,92.493996,0.7930852,-0.7930852,0.0
44,0,2,96.13229,0.5810723,-0.5810723,0.0
45,0,2,96.24561,0.01957879,-0.01957879,0.0
0,0,3,0.47720534,0.1009709,-0.1009709,0.0
1,0,3,2.0518534,0.29712784,-0.29712784,0.0
2,0,3,5.282309,0.6216619,-0.6216619,0.0
3,0,3,9.222023,0.73094535,-0.73094535,0.0
4,0,3,10.553389,0.25900772,-0.25900772,0.0
5,0,3,15.781711,0.9767044,-0.9767044,0.0
6,0,3,19.217768,0.63233054,-0.63233054,0.0
7,0,3,21.775377,0.46878776,-0.46878776,0.0
8,0,3,22.24043,0.092618555,-0.092618555,0.0
9,0,3,25.238096,0.63424057,-0.63424057,0.0
10,0,3,28.86407,0.74015605,-0.74015605,0.0
11,0,3,29.113611,0.053718902,-0.053718902,0.0
12,0,3,29.941538,0.19222596,-0.19222596,0.0
13,0,3,35.38922,1.2433034,-1.2433034,0.0
14,0,3,38.690647,0.7461092,-0.7461092,0.0
15,0,3,42.77677,0.89336306,-0.89336306,0.0
16,0,3,44.522568,0.37825972,-0.37825972,0.0
17,0,3,46.75121,0.4811594,-0.4811594,0.0
18,0,3,50.743904,0.8584307,-0.8584307,0.0
19,0,3,51.918293,0.26829168,-0.26829168,0.0
20,0,3,52.96032,0.23197532,-0.23197532,0.0
21,0,3,58.245495,1.1481453,-1.1481453,0.0
22,0,3,62.384384,0.8857104,-0.8857104,0.0
23,0,3,65.129234,0.58407223,-0.58407223,0.0
24,0,3,66.40196,0.270084,-0.270084,0.0
25,0,3,67.82546,0.30159366,-0.30159366,0.0
26,0,3,68.15022,0.068740815,-0.068740815,0.0
27,0,3,70.58143,0.5138568,-0.5138568,0.0
28,0,3,74.03769,0.72843623,-0.72843623,0.0
29,0,3,76.100426,0.46557194,-0.46557194,1.0
30,0,3,77.84539,0.41610408,-0.41610408,0.0
31,0,3,81.74247,0.8919625,-0.8919625,0.0
32,0,3,85.18604,0.7753963,-0.7753963,0.0
33,0,3,85.49029,0.07364112,-0.07364112,0.0
34,0,3,87.60437,0.534454,-0.534454,0.0
35,0,3,88.60953,0.2454527,-0.2454527,0.0
36,0,3,88.747635,0.03351803,-0.03351803,0.0
37,0,3,89.124,0.091150716,-0.091150716,0.0
38,0,3,92.926216,0.91139585,-0.91139585,0.0
39,0,3,96.53764,0.85689175,-0.85689175,0.0
0,0,4,2.3146086,0.4796236,-0.4796236,0.0
1,0,4,5.703989,0.5944868,-0.5944868,0.0
2,0,4,7.1339865,0.26113367,-0.26113367,0.0
3,0,4,8.687734,0.30019206,-0.30019206,0.0
4,0,4,11.971668,0.6095201,-0.6095201,1.0
5,0,4,16.806229,0.8821651,-0.8821651,0.0
6,0,4,17.463995,0.11958018,-0.11958018,0.0
7,0,4,20.359505,0.5257148,-0.5257148,0.0
8,0,4,24.038166,0.6666937,-0.6666937,0.0
9,0,4,24.777285,0.1413949,-0.1413949,0.0
10,0,4,28.789185,0.73924404,-0.73924404,0.0
11,0,4,30.903767,0.38268745,-0.38268745,0.0
12,0,4,33.02054,0.41269925,-0.41269925,0.0
13,0,4,38.25965,1.0555619,-1.0555619,0.0
14,0,4,39.892456,0.34172422,-0.34172422,0.0
15,0,4,42.109,0.4844821,-0.4844821,0.0
16,0,4,47.403057,1.1095996,-1.1095996,0.0
17,0,4,47.756653,0.07862835,-0.07862835,0.0
18,0,4,49.85343,0.49003795,-0.49003795,0.0
19,0,4,55.125847,1.2096502,-1.2096502,0.0
20,0,4,58.290226,0.73211104,-0.73211104,0.0
21,0,4,61.71157,0.76501966,-0.76501966,0.0
22,0,4,65.301865,0.8313554,-0.8313554,0.0
23,0,4,66.32759,0.24989739,-0.24989739,0.0
24,0,4,71.381744,1.1749011,-1.1749011,0.0
25,0,4,72.85338,0.35714355,-0.35714355,0.0
26,0,4,77.727196,1.1957849,-1.1957849,0.0
27,0,4,78.537834,0.20579343,-0.20579343,0.0
28,0,4,81.26924,0.8051715,-0.8051715,0.0
29,0,4,85.085365,2.1937745,-2.1937745,1.0
30,0,4,85.207245,0.06391532,-0.06391532,0.0
31,0,4,87.23835,1.0395949,-1.0395949,1.0
32,0,4,90.11575,1.4183478,-1.4183478,0.0
33,0,4,91.087776,0.48496035,-0.48496035,0.0
34,0,4,92.53223,0.73069227,-0.73069227,0.0
35,0,4,92.68068,0.07772019,-0.07772019,0.0
36,0,4,92.937065,0.13934214,-0.13934214,0.0
37,0,4,93.47014,0.2956185,-0.2956185,0.0
38,0,4,98.16851,2.468668,-2.468668,0.0
39,0,4,99.50691,0.6882672,-0.6882672,0.0
0,0,5,0.5691022,0.120320305,-0.120320305,0.0
1,0,5,1.8244909,0.23707376,-0.23707376,0.0
2,0,5,2.3720767,0.10085863,-0.10085863,0.0
3,0,5,7.1973257,0.8584142,-0.8584142,0.0
4,0,5,11.920628,0.81529164,-0.81529164,1.0
5,0,5,16.589903,0.8227479,-0.8227479,0.0
6,0,5,19.012125,0.4490054,-0.4490054,1.0
7,0,5,19.98228,0.19208136,-0.19208136,0.0
8,0,5,20.21165,0.04910156,-0.04910156,0.0
9,0,5,22.466032,0.49868417,-0.49868417,1.0
10,0,5,27.910969,1.1659106,-1.1659106,0.0
11,0,5,28.739208,0.17242795,-0.17242795,0.0
12,0,5,32.98868,2.477671,-2.477671,0.0
13,0,5,33.145794,0.08755378,-0.08755378,0.0
14,0,5,35.125233,1.080348,-1.080348,1.0
15,0,5,40.502537,2.1111138,-2.1111138,0.0
16,0,5,45.576065,1.0020534,-1.0020534,0.0
17,0,5,47.831642,0.38821527,-0.38821527,0.0
18,0,5,50.871113,0.52317196,-0.52317196,0.0
19,0,5,53.121643,1.1689788,-1.1689788,0.0
20,0,5,53.274563,0.09556531,-0.09556531,0.0
21,0,5,54.99398,1.0623199,-1.0623199,0.0
22,0,5,58.104153,1.8281851,-1.8281851,1.0
23,0,5,61.56071,1.9260215,-1.9260215,0.0
24,0,5,63.93859,1.2986677,-1.2986677,1.0
25,0,5,68.27054,2.2964907,-2.2964907,1.0
26,0,5,70.05107,0.89592093,-0.89592093,0.0
27,0,5,71.628815,0.8307338,-0.8307338,0.0
28,0,5,71.93342,0.16685672,-0.16685672,0.0
29,0,5,74.51175,1.4079596,-1.4079596,0.0
30,0,5,75.94548,0.782911,-0.782911,0.0
31,0,5,79.12587,1.7030013,-1.7030013,0.0
32,0,5,80.0211,0.4863772,-0.4863772,0.0
33,0,5,80.23186,0.118586935,-0.118586935,0.0
34,0,5,82.703545,1.3765806,-1.3765806,0.0
35,0,5,87.55073,2.5686262,-2.5686262,1.0
36,0,5,92.18812,2.3763423,-2.3763423,0.0
37,0,5,94.44403,1.1636552,-1.1636552,0.0
38,0,5,95.052185,0.32400724,-0.32400724,0.0
39,0,5,96.5459,0.8069436,-0.8069436,0.0
40,0,5,99.7578,1.7008184,-1.7008184,0.0
41,0,5,99.800835,0.023442445,-0.023442445,0.0
42,0,5,99.96665,0.094051234,-0.094051234,0.0
0,0,6,3.6177583,0.7387885,-0.7387885,0.0
1,0,6,7.631402,0.67808384,-0.67808384,0.0
2,0,6,8.628217,0.17769232,-0.17769232,0.0
3,0,6,13.899009,1.9204919,-1.9204919,0.0
4,0,6,15.623258,1.0780833,-1.0780833,0.0
5,0,6,16.154764,0.33275515,-0.33275515,0.0
6,0,6,18.246807,0.7563985,-0.7563985,0.0
7,0,6,21.535303,0.6405188,-0.6405188,0.0
8,0,6,26.473902,0.8326974,-0.8326974,0.0
9,0,6,28.000748,0.2435008,-0.2435008,0.0
10,0,6,32.588108,0.69335425,-0.69335425,0.0
11,0,6,34.663586,0.33676773,-0.33676773,0.0
12,0,6,35.766396,0.17458375,-0.17458375,0.0
13,0,6,38.339977,0.4021253,-0.4021253,0.0
14,0,6,43.380447,0.779427,-0.779427,0.0
15,0,6,47.07216,0.6144102,-0.6144102,0.0
16,0,6,47.32183,0.045719475,-0.045719475,0.0
17,0,6,51.797882,0.7869442,-0.7869442,0.0
18,0,6,52.22857,0.074156694,-0.074156694,0.0
19,0,6,55.13223,0.49824163,-0.49824163,0.0
20,0,6,58.66578,0.60473084,-0.60473084,0.0
21,0,6,60.38284,0.31705722,-0.31705722,0.0
22,0,6,63.61505,0.5787206,-0.5787206,0.0
23,0,6,68.98451,0.9480741,-0.9480741,0.0
24,0,6,72.83414,2.151367,-2.151367,0.0
25,0,6,73.77453,0.5888124,-0.5888124,0.0
26,0,6,75.64072,1.1410638,-1.1410638,0.0
27,0,6,77.88122,1.3306683,-1.3306683,0.0
28,0,6,78.8422,0.57109237,-0.57109237,0.0
29,0,6,79.04972,0.12657852,-0.12657852,0.0
30,0,6,79.96323,0.565556,-0.565556,0.0
31,0,6,82.7271,1.6680602,-1.6680602,0.0
32,0,6,83.32419,0.35959858,-0.35959858,0.0
33,0,6,85.60002,1.351862,-1.351862,0.0
34,0,6,88.21733,1.5107691,-1.5107691,0.0
35,0,6,88.40729,0.111678496,-0.111678496,0.0
36,0,6,88.493095,0.05206695,-0.05206695,0.0
37,0,6,92.00609,2.068401,-2.068401,0.0
38,0,6,93.431114,0.8248415,-0.8248415,0.0
39,0,6,93.49153,0.03582491,-0.03582491,0.0
40,0,6,94.59394,0.6594191,-0.6594191,0.0
41,0,6,94.69291,0.060300685,-0.060300685,0.0
42,0,6,95.31007,0.3811672,-0.3811672,0.0
43,0,6,96.55493,0.7650582,-0.7650582,0.0
44,0,6,97.0872,0.32812628,-0.32812628,0.0
45,0,6,97.1149,0.01741025,-0.01741025,0.0
46,0,6,97.53014,0.2644303,-0.2644303,0.0
47,0,6,98.90849,0.86929834,-0.86929834,0.0
0,0,7,5.200773,1.0456032,-1.0456032,0.0
1,0,7,10.350627,0.9475521,-0.9475521,0.0
2,0,7,14.358733,0.61071587,-0.61071587,0.0
3,0,7,14.916227,0.09248394,-0.09248394,0.0
4,0,7,20.2066,0.83567643,-0.83567643,0.0
5,0,7,25.072687,0.7499962,-0.7499962,0.0
6,0,7,27.614403,0.3898394,-0.3898394,0.0
7,0,7,29.442783,0.27993345,-0.27993345,0.0
8,0,7,30.745333,0.19921643,-0.19921643,0.0
9,0,7,34.18418,0.52520883,-0.52520883,0.0
10,0,7,39.034283,0.83950734,-0.83950734,0.0
11,0,7,41.430336,1.545625,-1.545625,0.0
12,0,7,41.735634,0.19900952,-0.19900952,0.0
13,0,7,43.65856,1.2584728,-1.2584728,0.0
14,0,7,45.4005,1.1206784,-1.1206784,0.0
15,0,7,45.62125,0.14364886,-0.14364886,0.0
16,0,7,46.35992,0.48701978,-0.48701978,0.0
17,0,7,50.659916,2.689605,-2.689605,1.0
18,0,7,53.262676,1.5434449,-1.5434449,1.0
19,0,7,54.01492,0.44808882,-0.44808882,0.0
20,0,7,54.71047,0.42128584,-0.42128584,0.0
21,0,7,57.681637,1.7486861,-1.7486861,0.0
22,0,7,57.758255,0.045678288,-0.045678288,0.0
23,0,7,57.924034,0.10220672,-0.10220672,0.0
24,0,7,59.899384,1.2003894,-1.2003894,1.0
25,0,7,62.974834,1.7912515,-1.7912515,0.0
26,0,7,64.48903,0.86942464,-0.86942464,0.0
27,0,7,66.58537,1.1897824,-1.1897824,0.0
28,0,7,69.48911,1.6112877,-1.6112877,0.0
29,0,7,69.489624,0.0002912475,-0.0002912475,0.0
30,0,7,70.353195,0.50496095,-0.50496095,0.0
31,0,7,70.50267,0.08934183,-0.08934183,0.0
32,0,7,73.50379,1.7492559,-1.7492559,1.0
33,0,7,74.34097,0.4835288,-0.4835288,0.0
34,0,7,78.84216,2.489784,-2.489784,0.0
35,0,7,78.95525,0.06348375,-0.06348375,0.0
36,0,7,79.28265,0.190563,-0.190563,1.0
37,0,7,80.32918,0.61383754,-0.61383754,0.0
38,0,7,81.59695,0.7391068,-0.7391068,1.0
39,0,7,84.440285,1.6095031,-1.6095031,0.0
40,0,7,85.28873,0.4796905,-0.4796905,0.0
41,0,7,86.06868,0.44792092,-0.44792092,0.0
42,0,7,86.81997,0.43661425,-0.43661425,0.0
43,0,7,88.47529,0.954563,-0.954563,0.0
44,0,7,88.729,0.14837623,-0.14837623,0.0
45,0,7,90.78233,1.1877972,-1.1877972,0.0
46,0,7,91.44196,0.38178423,-0.38178423,0.0
47,0,7,94.16403,1.5417857,-1.5417857,1.0
48,0,7,94.94996,0.44456187,-0.44456187,0.0
49,0,7,97.40535,1.3697357,-1.3697357,0.0
50,0,7,97.45176,0.026436139,-0.026436139,0.0
51,0,7,98.028534,0.33753848,-0.33753848,0.0
0,0,8,0.7028111,0.14835675,-0.14835675,0.0
1,0,8,1.2622577,0.10639165,-0.10639165,0.0
2,0,8,6.6453876,1.0421385,-1.0421385,0.0
3,0,8,10.4151125,0.72768635,-0.72768635,0.0
4,0,8,15.268892,0.9592812,-0.9592812,0.0
5,0,8,16.305397,0.20020947,-0.20020947,0.0
6,0,8,21.567272,1.0574391,-1.0574391,0.0
7,0,8,22.943071,0.2702208,-0.2702208,0.0
8,0,8,23.094429,0.03246616,-0.03246616,0.0
9,0,8,26.367819,0.7378087,-0.7378087,0.0
10,0,8,27.55607,0.27123073,-0.27123073,0.0
11,0,8,29.659563,0.6721371,-0.6721371,0.0
12,0,8,29.664738,0.0033437572,-0.0033437572,0.0
13,0,8,30.631536,0.6364226,-0.6364226,1.0
14,0,8,32.930187,1.4705372,-1.4705372,0.0
15,0,8,33.10121,0.109269485,-0.109269485,0.0
16,0,8,34.99287,1.1996765,-1.1996765,0.0
17,0,8,35.726704,0.46200535,-0.46200535,1.0
18,0,8,35.8885,0.10364457,-0.10364457,0.0
19,0,8,36.66306,0.50021523,-0.50021523,0.0
20,0,8,37.347656,0.44320557,-0.44320557,0.0
21,0,8,38.29522,0.6123997,-0.6123997,0.0
22,0,8,40.67124,1.4926289,-1.4926289,0.0
23,0,8,41.951626,0.7873148,-0.7873148,0.0
24,0,8,42.33012,0.23492894,-0.23492894,0.0
25,0,8,45.413868,1.8544186,-1.8544186,0.0
26,0,8,45.571945,0.095329136,-0.095329136,0.0
27,0,8,45.86838,0.1831418,-0.1831418,0.0
28,0,8,47.202003,0.8217514,-0.8217514,0.0
29,0,8,48.894665,1.0244213,-1.0244213,0.0
30,0,8,49.128273,0.14272702,-0.14272702,0.0
31,0,8,52.132244,1.7866364,-1.7866364,0.0
32,0,8,52.90085,0.4533206,-0.4533206,1.0
33,0,8,53.152893,0.1520313,-0.1520313,0.0
34,0,8,53.275406,0.07582136,-0.07582136,0.0
35,0,8,54.955105,1.0327306,-1.0327306,0.0
36,0,8,58.630096,2.14622,-2.14622,1.0
37,0,8,59.52472,0.51755756,-0.51755756,1.0
38,0,8,61.581253,1.1787397,-1.1787397,0.0
39,0,8,65.782906,2.3105404,-2.3105404,0.0
40,0,8,69.00998,1.6672925,-1.6672925,1.0
41,0,8,69.65036,0.3472329,-0.3472329,0.0
42,0,8,71.81748,1.1822722,-1.1822722,0.0
43,0,8,74.369835,1.375458,-1.375458,0.0
44,0,8,74.45457,0.04721097,-0.04721097,0.0
45,0,8,75.83082,0.77852446,-0.77852446,0.0
46,0,8,77.754395,1.0754495,-1.0754495,0.0
47,0,8,80.27687,1.3867241,-1.3867241,0.0
48,0,8,81.37953,0.609884,-0.609884,0.0
49,0,8,86.182106,2.5652015,-2.5652015,0.0
50,0,8,86.20419,0.012097935,-0.012097935,0.0
51,0,8,87.17654,0.5470338,-0.5470338,0.0
52,0,8,88.31753,0.64605904,-0.64605904,0.0
53,0,8,90.016426,0.95666087,-0.95666087,0.0
54,0,8,94.36536,2.34838,-2.34838,0.0
55,0,8,96.78694,1.2861632,-1.2861632,0.0
56,0,8,99.016685,1.184894,-1.184894,1.0
0,0,9,1.1468539,0.24089612,-0.24089612,0.0
1,0,9,3.059165,0.38808873,-0.38808873,0.0
2,0,9,6.8437514,0.72519696,-0.72519696,0.0
3,0,9,9.458345,0.9228519,-0.9228519,0.0
4,0,9,14.13523,2.6810305,-2.6810305,1.0
5,0,9,14.663079,0.30178228,-0.30178228,0.0
6,0,9,15.446376,0.4651566,-0.4651566,0.0
7,0,9,15.735314,0.17730887,-0.17730887,0.0
8,0,9,20.636377,2.8637066,-2.8637066,0.0
9,0,9,20.950575,0.18264052,-0.18264052,0.0
10,0,9,23.053932,1.217853,-1.217853,0.0
11,0,9,24.364176,0.7548218,-0.7548218,0.0
12,0,9,25.265852,0.52496034,-0.52496034,0.0
13,0,9,26.624928,0.79278755,-0.79278755,1.0
14,0,9,26.903463,0.16572994,-0.16572994,0.0
15,0,9,28.234959,0.7962804,-0.7962804,0.0
16,0,9,28.433956,0.12076389,-0.12076389,0.0
17,0,9,28.551676,0.073429994,-0.073429994,0.0
18,0,9,29.395947,0.53065884,-0.53065884,0.0
19,0,9,29.99046,0.37462473,-0.37462473,0.0
20,0,9,32.781467,1.7044008,-1.7044008,0.0
21,0,9,33.80054,0.61019784,-0.61019784,0.0
22,0,9,35.105392,0.77740026,-0.77740026,0.0
23,0,9,35.40609,0.1817555,-0.1817555,0.0
24,0,9,36.436497,0.6259543,-0.6259543,0.0
25,0,9,36.656036,0.13532253,-0.13532253,0.0
26,0,9,37.011024,0.22280425,-0.22280425,0.0
27,0,9,37.56242,0.3490699,-0.3490699,0.0
28,0,9,37.6839,0.07797744,-0.07797744,0.0
29,0,9,40.3093,1.0903131,-1.0903131,1.0
30,0,9,45.22993,1.0014621,-1.0014621,0.0
31,0,9,47.975544,0.5238768,-0.5238768,0.0
32,0,9,51.018234,0.59130484,-0.59130484,0.0
33,0,9,52.60036,0.29828447,-0.29828447,0.0
34,0,9,52.769573,0.031713247,-0.031713247,0.0
35,0,9,56.74497,0.738908,-0.738908,0.0
36,0,9,62.24374,1.0113258,-1.0113258,0.0
37,0,9,62.784245,0.10786754,-0.10786754,0.0
38,0,9,62.82837,0.00973126,-0.00973126,0.0
39,0,9,64.91406,0.44421792,-0.44421792,0.0
40,0,9,68.50651,0.7371737,-0.7371737,0.0
41,0,9,68.62703,0.026278332,-0.026278332,0.0
42,0,9,71.596176,0.6774821,-0.6774821,0.0
43,0,9,76.519615,1.082077,-1.082077,0.0
44,0,9,79.764336,0.7247034,-0.7247034,0.0
45,0,9,83.36627,0.8280686,-0.8280686,0.0
46,0,9,88.52686,1.2004355,-1.2004355,0.0
47,0,9,89.02772,0.113855116,-0.113855116,0.0
48,0,9,91.29957,0.51450557,-0.51450557,0.0
49,0,9,94.945526,0.8215869,-0.8215869,0.0
0,1,10,1.1468809,0.19556957,-0.19556957,0.0
1,1,10,1.2373755,0.06257894,-0.06257894,0.0
2,1,10,3.9946516,1.9918349,-1.9918349,0.0
3,1,10,4.8807645,0.6450392,-0.6450392,0.0
4,1,10,6.93063,1.4980069,-1.4980069,0.0
5,1,10,6.991832,0.045290716,-0.045290716,0.0
6,1,10,7.3702774,0.28645498,-0.28645498,0.0
7,1,10,11.353687,2.9545062,-2.9545062,0.0
8,1,10,16.772696,3.0051432,-3.0051432,0.0
9,1,10,17.926252,0.15022859,-0.15022859,0.0
10,1,10,23.07381,0.6499198,-0.6499198,1.0
11,1,10,28.345186,1.4087819,-1.4087819,0.0
12,1,10,31.171122,1.8998927,-1.8998927,0.0
13,1,10,32.455395,0.8723303,-0.8723303,0.0
14,1,10,32.859585,0.2836289,-0.2836289,0.0
15,1,10,35.383633,1.7854705,-1.7854705,1.0
